Date,Open,High,Low,Close,Volume,Ticker,ATR_14,RSI_14,P/E,Market_Cap,MA20,MA200,Sector
2024-09-27,568.697,569.435,563.12,565.963,9398400,META,12.865,82.261,27.928,1794150498304,533.131,471.564,Communication Services
2024-09-30,566.303,573.265,563.41,571.031,12792300,META,12.463,85.027,27.928,1794150498304,535.706,472.757,Communication Services
2024-10-01,576.557,581.605,568.697,575.051,15259300,META,12.523,86.897,27.928,1794150498304,538.958,473.968,Communication Services
2024-10-02,573.445,574.582,567.939,571.4,6524700,META,11.801,76.841,27.928,1794150498304,541.978,475.168,Communication Services
2024-10-03,568.746,581.924,567.33,581.335,11581000,META,12.174,83.013,27.928,1794150498304,545.29,476.409,Communication Services
2024-10-04,582.293,595.381,579.999,594.473,14169500,META,12.601,87.924,27.928,1794150498304,550.085,477.668,Communication Services
2024-10-07,596.747,601.466,582.602,583.34,12014200,META,13.436,68.548,27.928,1794150498304,554.099,478.843,Communication Services
2024-10-08,588.238,592.099,584.527,591.43,7857400,META,12.813,73.453,27.928,1794150498304,558.517,480.063,Communication Services
2024-10-09,592.528,592.927,580.178,589.056,9529700,META,12.804,69.769,27.928,1794150498304,562.466,481.247,Communication Services
2024-10-10,586.124,588.777,581.086,582.393,7740400,META,12.16,60.019,27.928,1794150498304,565.395,482.402,Communication Services
2024-10-11,583.39,589.755,581.276,588.498,8587100,META,11.669,65.165,27.928,1794150498304,568.679,483.58,Communication Services
2024-10-14,592.757,598.623,588.508,588.966,8252000,META,11.463,65.558,27.928,1794150498304,571.529,484.745,Communication Services
2024-10-15,588.707,589.156,578.712,584.827,9564200,META,11.327,58.802,27.928,1794150498304,574.02,485.888,Communication Services
2024-10-16,579.969,580.647,572.617,575.37,11268400,META,11.445,46.242,27.928,1794150498304,575.957,487.004,Communication Services
2024-10-17,581.894,583.53,573.784,575.51,8701200,META,11.218,46.437,27.928,1794150498304,576.846,488.16,Communication Services
2024-10-18,579.67,582.532,573.834,575.051,7694300,META,10.882,45.807,27.928,1794150498304,577.601,489.322,Communication Services
2024-10-21,574.612,575.819,567.709,573.744,8171900,META,10.513,43.852,27.928,1794150498304,578.137,490.465,Communication Services
2024-10-22,572.876,582.094,570.712,580.577,8544500,META,10.629,55.347,27.928,1794150498304,579.068,491.618,Communication Services
2024-10-23,578.542,583.56,561.115,562.302,14248400,META,12.204,33.919,27.928,1794150498304,578.838,492.646,Communication Services
2024-10-24,565.734,567.48,560.138,566.382,7184700,META,11.556,39.912,27.928,1794150498304,578.835,493.7,Communication Services
2024-10-25,572.517,579.859,570.313,571.839,11337900,META,11.812,47.288,27.928,1794150498304,579.129,494.717,Communication Services
2024-10-28,580.567,582.313,572.707,576.737,10925100,META,11.634,53.235,27.928,1794150498304,579.414,495.763,Communication Services
2024-10-29,578.722,592.209,573.984,591.82,13019100,META,12.512,66.616,27.928,1794150498304,580.253,496.859,Communication Services
2024-10-30,599.501,599.72,587.929,590.343,26864900,META,12.416,64.53,27.928,1794150498304,581.2,497.984,Communication Services
2024-10-31,583.56,588.448,561.624,566.183,26838400,META,14.59,40.557,27.928,1794150498304,580.442,498.983,Communication Services
2024-11-01,566.213,572.258,561.175,565.764,15303200,META,14.122,40.257,27.928,1794150498304,579.007,499.941,Communication Services
2024-11-04,562.711,567.29,556.517,559.3,12064600,META,13.676,35.583,27.928,1794150498304,577.805,500.831,Communication Services
2024-11-05,565.903,572.068,565.275,571.021,9775400,META,13.555,48.173,27.928,1794150498304,576.784,501.788,Communication Services
2024-11-06,561.365,571.589,553.803,570.642,18305400,META,14.119,47.824,27.928,1794150498304,575.863,502.725,Communication Services
2024-11-07,575.47,593.336,573.794,590.243,14653700,META,15.262,63.564,27.928,1794150498304,576.256,503.734,Communication Services
2024-11-08,590.084,591.64,583.081,587.889,9415700,META,14.369,61.014,27.928,1794150498304,576.226,504.718,Communication Services
2024-11-11,584.917,585.555,575.091,581.734,10209100,META,14.159,54.425,27.928,1794150498304,575.864,505.667,Communication Services
2024-11-12,587.091,598.184,578.951,583.38,16287700,META,14.836,55.895,27.928,1794150498304,575.792,506.59,Communication Services
2024-11-13,581.176,584.198,573.754,578.572,10757600,META,14.25,50.416,27.928,1794150498304,575.952,507.493,Communication Services
2024-11-14,575.58,579.33,571.599,575.739,11053700,META,13.381,47.265,27.928,1794150498304,575.963,508.432,Communication Services
2024-11-15,569.814,571.16,550.142,552.716,17712900,META,15.01,29.803,27.928,1794150498304,574.846,509.232,Communication Services
2024-11-18,555.669,558.522,548.736,553.035,14346700,META,14.313,30.216,27.928,1794150498304,573.811,509.635,Communication Services
2024-11-19,550.501,560.048,549.245,559.709,9522400,META,13.845,38.879,27.928,1794150498304,572.768,510.149,Communication Services
2024-11-20,561.544,564.956,552.836,564.128,9797300,META,13.615,44.174,27.928,1794150498304,572.859,510.709,Communication Services
2024-11-21,568.118,568.597,547.698,561.704,11154700,META,14.586,41.878,27.928,1794150498304,572.625,511.182,Communication Services
2024-11-22,562.163,562.442,553.225,557.764,9164000,META,13.87,38.158,27.928,1794150498304,571.921,511.634,Communication Services
2024-11-25,560.716,571.181,555.02,563.719,13599800,META,14.176,46.453,27.928,1794150498304,571.27,512.125,Communication Services
2024-11-26,564.607,576.078,563.809,572.128,10356600,META,13.934,56.057,27.928,1794150498304,570.286,512.654,Communication Services
2024-11-27,573.475,573.565,562.711,567.799,7200200,META,13.523,50.66,27.928,1794150498304,569.158,513.204,Communication Services
2024-11-29,567.599,577.036,565.505,572.906,7130500,META,13.257,56.377,27.928,1794150498304,569.495,513.716,Communication Services
2024-12-02,576.078,593.037,574.153,591.371,12522400,META,14.174,70.592,27.928,1794150498304,570.775,514.265,Communication Services
2024-12-03,593.535,612.688,589.795,612.139,14907200,META,15.336,79.333,27.928,1794150498304,573.417,514.972,Communication Services
2024-12-04,611.451,616.259,603.61,612.269,14697000,META,14.978,79.377,27.928,1794150498304,575.479,515.688,Communication Services
2024-12-05,615.561,618.374,605.556,607.431,8081200,META,14.69,72.69,27.928,1794150498304,577.319,516.395,Communication Services
2024-12-06,608.598,628.24,607.032,622.234,16935500,META,15.559,78.95,27.928,1794150498304,578.918,517.086,Communication Services
2024-12-09,622.384,624.858,604.678,612.06,11426000,META,16.175,66.806,27.928,1794150498304,580.127,517.737,Communication Services
2024-12-10,616.04,624.05,611.232,617.795,10938900,META,15.728,69.825,27.928,1794150498304,581.93,518.428,Communication Services
2024-12-11,621.835,636.828,620.0,631.122,10837200,META,16.168,75.741,27.928,1794150498304,584.317,519.159,Communication Services
2024-12-12,629.945,635.093,625.666,629.237,7474700,META,15.269,73.392,27.928,1794150498304,586.85,519.896,Communication Services
2024-12-13,625.676,629.527,615.371,618.823,8453300,META,15.121,61.281,27.928,1794150498304,589.004,520.55,Communication Services
2024-12-16,628.936,630.104,617.555,623.206,10885600,META,14.778,64.153,27.928,1794150498304,592.529,521.166,Communication Services
2024-12-17,625.132,631.322,615.518,618.414,12897800,META,14.915,58.663,27.928,1794150498304,595.798,521.778,Communication Services
2024-12-18,619.971,626.32,595.332,596.2,17075500,META,17.058,40.242,27.928,1794150498304,597.622,522.319,Communication Services
2024-12-19,609.379,610.507,594.014,594.583,14958100,META,16.983,39.208,27.928,1794150498304,599.145,522.822,Communication Services
2024-12-20,589.601,602.111,579.039,584.28,48989400,META,17.794,32.978,27.928,1794150498304,600.274,523.194,Communication Services
2024-12-23,588.623,600.094,585.279,598.856,10205800,META,17.53,46.782,27.928,1794150498304,602.329,523.669,Communication Services
2024-12-24,601.721,606.983,598.287,606.743,4726100,META,16.352,52.845,27.928,1794150498304,604.48,524.296,Communication Services
2024-12-26,604.477,605.295,597.948,602.35,6081400,META,15.345,49.24,27.928,1794150498304,605.991,524.82,Communication Services
2024-12-27,598.417,600.853,588.823,598.816,8084200,META,15.102,46.307,27.928,1794150498304,607.542,525.347,Communication Services
2024-12-30,587.774,595.951,584.61,590.26,7025900,META,14.983,39.701,27.928,1794150498304,608.41,525.85,Communication Services
2024-12-31,591.289,592.986,582.883,584.54,6019500,META,14.332,35.765,27.928,1794150498304,608.068,526.363,Communication Services
2025-01-02,588.743,603.908,586.846,598.247,12682300,META,15.004,49.584,27.928,1794150498304,607.373,526.88,Communication Services
2025-01-03,603.758,608.49,595.422,603.628,11436800,META,14.746,54.061,27.928,1794150498304,606.941,527.428,Communication Services
2025-01-06,610.816,629.944,604.616,629.156,14560800,META,16.288,69.087,27.928,1794150498304,608.028,528.057,Communication Services
2025-01-07,630.653,631.053,607.222,616.866,12071500,META,17.294,58.464,27.928,1794150498304,607.759,528.614,Communication Services
2025-01-08,612.384,615.419,601.791,609.708,10085800,META,16.998,52.989,27.928,1794150498304,607.642,529.126,Communication Services
2025-01-10,609.019,628.866,596.35,614.839,19256600,META,19.067,56.369,27.928,1794150498304,607.494,529.696,Communication Services
2025-01-13,606.094,607.961,597.458,607.322,10785000,META,18.842,50.261,27.928,1794150498304,606.304,530.264,Communication Services
2025-01-14,604.067,604.487,587.575,593.265,13598000,META,18.963,40.737,27.928,1794150498304,604.505,530.772,Communication Services
2025-01-15,609.199,621.429,605.495,616.097,15524300,META,20.19,56.268,27.928,1794150498304,604.369,531.435,Communication Services
2025-01-16,610.487,615.229,608.7,610.287,8355300,META,18.484,52.247,27.928,1794150498304,603.723,532.041,Communication Services
2025-01-17,623.016,623.934,602.67,611.755,17280600,META,18.855,53.221,27.928,1794150498304,603.39,532.623,Communication Services
2025-01-21,616.806,620.47,608.001,615.439,11674000,META,18.003,55.831,27.928,1794150498304,604.352,533.178,Communication Services
2025-01-22,622.267,632.65,618.404,622.467,12274000,META,17.898,60.662,27.928,1794150498304,605.746,533.747,Communication Services
2025-01-23,626.32,635.545,620.121,635.395,9910200,META,17.568,68.074,27.928,1794150498304,608.302,534.299,Communication Services
2025-01-24,635.345,650.92,633.149,646.417,19065300,META,17.595,73.066,27.928,1794150498304,610.68,534.946,Communication Services
2025-01-27,625.572,662.77,624.064,658.787,28399200,META,20.41,77.601,27.928,1794150498304,613.282,535.667,Communication Services
2025-01-28,664.896,681.449,658.377,673.213,20950100,META,20.765,81.739,27.928,1794150498304,616.825,536.445,Communication Services
2025-01-29,673.881,679.921,664.567,675.369,21377800,META,20.043,82.303,27.928,1794150498304,620.653,537.218,Communication Services
2025-01-30,695.665,709.612,674.98,685.862,29322900,META,21.989,84.917,27.928,1794150498304,625.433,538.099,Communication Services
2025-01-31,689.855,704.131,684.444,688.038,19331700,META,21.682,85.432,27.928,1794150498304,630.608,539.049,Communication Services
2025-02-03,674.79,702.833,674.131,696.304,21415700,META,22.618,87.329,27.928,1794150498304,635.511,540.043,Communication Services
2025-02-04,701.336,706.537,690.464,703.023,13826300,META,21.745,88.708,27.928,1794150498304,640.48,541.098,Communication Services
2025-02-05,702.384,716.95,697.852,703.702,17778200,META,21.392,88.849,27.928,1794150498304,644.208,542.118,Communication Services
2025-02-06,704.71,717.709,702.334,710.81,13080700,META,20.59,90.315,27.928,1794150498304,648.905,543.278,Communication Services
2025-02-07,715.612,723.809,710.571,713.336,16427100,META,19.61,90.81,27.928,1794150498304,654.086,544.446,Communication Services
2025-02-10,717.369,720.005,710.151,716.211,12904300,META,18.309,91.389,27.928,1794150498304,659.155,545.558,Communication Services
2025-02-11,712.138,722.461,708.863,718.607,12998000,META,17.681,91.88,27.928,1794150498304,664.719,546.694,Communication Services
2025-02-12,714.115,725.895,711.419,724.178,12016500,META,17.253,92.958,27.928,1794150498304,671.265,548.118,Communication Services
2025-02-13,720.324,727.792,716.85,727.353,12569100,META,16.412,93.524,27.928,1794150498304,676.828,549.548,Communication Services
2025-02-14,724.937,739.682,724.418,735.449,16901200,META,16.259,94.761,27.928,1794150498304,683.086,551.072,Communication Services
2025-02-18,734.78,735.779,705.269,715.183,21938700,META,18.159,61.058,27.928,1794150498304,688.257,552.506,Communication Services
2025-02-19,702.933,705.829,694.238,702.604,17535500,META,18.53,48.663,27.928,1794150498304,692.615,553.833,Communication Services
2025-02-20,696.125,704.461,692.491,693.689,12587400,META,17.656,41.734,27.928,1794150498304,696.176,555.103,Communication Services
2025-02-21,695.426,702.704,681.229,682.417,15660400,META,18.165,34.557,27.928,1794150498304,698.528,556.265,Communication Services
2025-02-24,685.143,686.131,661.352,667.023,15677000,META,19.047,27.188,27.928,1794150498304,699.558,557.282,Communication Services
2025-02-25,664.866,666.893,640.796,656.411,20579700,META,20.004,23.245,27.928,1794150498304,699.439,558.233,Communication Services
2025-02-26,658.557,681.878,656.91,672.584,14488700,META,20.733,38.841,27.928,1794150498304,699.408,559.243,Communication Services
2025-02-27,681.319,687.509,656.48,657.149,12500000,META,22.105,31.74,27.928,1794150498304,698.497,560.162,Communication Services
2025-02-28,656.95,668.52,641.535,667.093,17534200,META,22.756,39.907,27.928,1794150498304,697.558,561.127,Communication Services
2025-03-03,672.564,680.121,649.762,653.965,10843800,META,23.77,33.754,27.928,1794150498304,695.855,562.067,Communication Services
2025-03-04,644.44,648.673,622.617,638.939,21495200,META,24.78,28.045,27.928,1794150498304,692.986,562.913,Communication Services
2025-03-05,639.938,658.407,636.603,655.382,13770000,META,24.383,40.709,27.928,1794150498304,690.604,563.793,Communication Services
2025-03-06,646.926,649.482,623.076,626.889,13446500,META,25.44,30.112,27.928,1794150498304,686.764,564.572,Communication Services
2025-03-07,624.334,633.738,599.615,624.623,21375700,META,26.598,29.41,27.928,1794150498304,682.454,565.346,Communication Services
2025-03-10,607.062,609.099,585.898,596.999,21999900,META,28.215,22.143,27.928,1794150498304,676.637,565.997,Communication Services
2025-03-11,594.064,613.911,592.347,604.706,17401500,META,27.328,27.88,27.928,1794150498304,671.062,566.707,Communication Services
2025-03-12,628.856,632.281,608.34,618.533,15747000,META,27.361,37.424,27.928,1794150498304,666.058,567.472,Communication Services
2025-03-13,619.222,619.472,585.538,589.661,16480300,META,28.237,28.376,27.928,1794150498304,659.333,568.101,Communication Services
2025-03-14,602.337,608.392,594.323,607.133,12364500,META,26.97,38.721,27.928,1794150498304,653.322,568.756,Communication Services
2025-03-17,606.993,612.629,597.54,604.435,15473900,META,25.385,37.749,27.928,1794150498304,646.771,569.389,Communication Services
2025-03-18,599.589,599.788,574.218,581.912,20297700,META,26.03,30.402,27.928,1794150498304,640.107,569.938,Communication Services
2025-03-19,583.831,591.865,574.328,583.611,20537500,META,24.897,31.562,27.928,1794150498304,634.158,570.531,Communication Services
2025-03-20,582.312,609.731,579.064,585.549,24336500,META,25.666,33.03,27.928,1794150498304,628.751,571.135,Communication Services
2025-03-21,582.971,597.081,580.503,595.792,25015900,META,24.455,40.778,27.928,1794150498304,624.42,571.737,Communication Services
2025-03-24,614.497,622.061,611.729,618.374,15741300,META,24.697,54.245,27.928,1794150498304,621.987,572.454,Communication Services
2025-03-25,626.278,633.393,620.702,625.828,15312500,META,23.406,57.892,27.928,1794150498304,620.458,573.119,Communication Services
2025-03-26,624.41,626.268,606.144,610.51,12609800,META,22.969,48.69,27.928,1794150498304,617.354,573.713,Communication Services
2025-03-27,601.537,613.778,599.639,602.117,10436500,META,21.791,44.244,27.928,1794150498304,614.603,574.27,Communication Services
2025-03-28,599.848,601.287,573.479,576.297,17602800,META,22.704,33.413,27.928,1794150498304,610.063,574.65,Communication Services
2025-03-31,563.067,578.255,552.875,575.917,21124700,META,23.061,33.275,27.928,1794150498304,606.16,575.003,Communication Services
2025-04-01,570.401,589.456,569.562,585.549,12836600,META,22.639,40.481,27.928,1794150498304,603.491,575.398,Communication Services
2025-04-02,574.468,592.204,572.919,583.481,13470800,META,22.192,39.426,27.928,1794150498304,599.896,575.806,Communication Services
2025-04-03,545.8,552.135,529.892,531.211,34777500,META,26.378,22.402,27.928,1794150498304,595.112,575.95,Communication Services
2025-04-04,506.23,517.602,493.82,504.342,38589800,META,27.846,17.835,27.928,1794150498304,589.098,575.947,Communication Services
2025-04-07,484.727,538.955,481.529,515.853,36606100,META,31.79,25.358,27.928,1794150498304,585.041,576.037,Communication Services
2025-04-08,542.832,547.009,502.473,510.058,28034200,META,33.49,24.077,27.928,1794150498304,580.308,576.087,Communication Services
2025-04-09,508.878,587.438,501.724,585.32,39216600,META,40.453,56.782,27.928,1794150498304,578.648,576.549,Communication Services
2025-04-10,575.048,580.853,534.888,545.87,28173500,META,41.783,45.046,27.928,1794150498304,576.458,576.792,Communication Services
2025-04-11,535.098,546.979,528.184,543.152,17642300,META,38.718,44.318,27.928,1794150498304,573.259,576.963,Communication Services
2025-04-14,555.742,557.341,527.874,531.071,14130900,META,37.485,40.925,27.928,1794150498304,569.591,577.062,Communication Services
2025-04-15,531.701,537.526,517.102,521.119,15558700,META,35.21,38.149,27.928,1794150498304,566.551,577.078,Communication Services
2025-04-16,508.119,512.975,495.249,501.924,18735100,META,33.965,33.145,27.928,1794150498304,562.467,577.076,Communication Services
2025-04-17,504.862,506.91,497.627,501.094,14593500,META,30.674,32.93,27.928,1794150498304,558.244,577.066,Communication Services
2025-04-21,490.952,493.121,479.431,484.287,16166000,META,29.472,28.587,27.928,1794150498304,552.669,576.949,Communication Services
2025-04-22,491.492,506.49,485.986,499.895,17399400,META,28.503,37.429,27.928,1794150498304,546.745,576.907,Communication Services
2025-04-23,528.124,534.928,516.123,519.87,18173900,META,29.374,47.101,27.928,1794150498304,541.447,576.816,Communication Services
2025-04-24,518.331,533.49,517.102,532.74,13910000,META,27.642,52.553,27.928,1794150498304,537.558,576.842,Communication Services
2025-04-25,546.38,549.437,535.838,546.849,17098900,META,26.183,58.025,27.928,1794150498304,534.795,576.936,Communication Services
2025-04-28,555.213,558.061,540.174,549.317,15179000,META,25.077,58.98,27.928,1794150498304,533.446,577.018,Communication Services
2025-04-29,545.58,556.142,543.702,554.014,11835000,META,23.392,60.932,27.928,1794150498304,532.351,577.233,Communication Services
2025-04-30,537.986,548.678,529.093,548.578,29244000,META,23.596,57.292,27.928,1794150498304,530.502,577.49,Communication Services
2025-05-01,591.625,592.494,570.061,571.77,31159000,META,26.305,66.997,27.928,1794150498304,529.917,577.877,Communication Services
2025-05-02,583.011,603.875,577.885,596.561,24739300,META,27.079,74.223,27.928,1794150498304,533.184,578.419,Communication Services
2025-05-05,590.765,602.746,587.598,598.809,13887700,META,25.488,74.8,27.928,1794150498304,537.908,579.111,Communication Services
2025-05-06,592.074,595.572,586.129,586.858,10600700,META,23.78,65.766,27.928,1794150498304,541.458,579.674,Communication Services
2025-05-07,589.906,602.616,586.219,596.351,13139100,META,22.796,69.178,27.928,1794150498304,545.773,580.28,Communication Services
2025-05-08,605.824,610.83,596.161,597.55,14622800,META,21.712,69.619,27.928,1794150498304,546.384,580.839,Communication Services
2025-05-09,603.256,606.503,591.255,592.034,10427300,META,20.85,64.702,27.928,1794150498304,548.692,581.364,Communication Services
2025-05-12,630.435,639.898,620.553,638.938,21965100,META,24.452,79.15,27.928,1794150498304,553.482,582.261,Communication Services
2025-05-13,645.044,660.412,642.336,655.526,18570800,META,24.055,82.134,27.928,1794150498304,559.704,583.279,Communication Services
2025-05-14,660.702,662.16,653.807,658.853,12348200,META,21.961,82.707,27.928,1794150498304,566.591,584.253,Communication Services
2025-05-15,653.777,656.805,638.089,643.385,14341800,META,21.802,70.57,27.928,1794150498304,573.664,585.149,Communication Services
2025-05-16,637.47,639.948,625.669,639.848,18519000,META,21.257,67.939,27.928,1794150498304,580.602,586.04,Communication Services
2025-05-19,627.767,642.506,627.317,639.938,9592400,META,20.448,67.974,27.928,1794150498304,588.384,586.874,Communication Services
2025-05-20,635.521,638.858,631.774,636.61,6743500,META,18.81,64.945,27.928,1794150498304,595.22,587.577,Communication Services
2025-05-21,631.304,646.113,629.685,635.011,11464600,META,18.492,63.38,27.928,1794150498304,600.977,588.319,Communication Services
2025-05-22,633.562,642.755,630.225,636.081,8228400,META,17.697,64.049,27.928,1794150498304,606.144,589.129,Communication Services
2025-05-23,623.52,631.964,622.171,626.578,8454100,META,17.192,53.945,27.928,1794150498304,610.131,589.8,Communication Services
2025-05-27,634.921,642.586,632.264,641.826,9508400,META,17.034,64.356,27.928,1794150498304,614.756,590.573,Communication Services
2025-05-28,642.106,650.38,642.056,643.085,9042900,META,15.904,65.107,27.928,1794150498304,619.21,591.249,Communication Services
2025-05-29,651.149,652.818,639.008,644.554,8883400,META,15.624,66.07,27.928,1794150498304,624.008,591.892,Communication Services
2025-05-30,642.006,648.911,632.294,646.992,16241000,META,15.757,67.773,27.928,1794150498304,627.769,592.556,Communication Services
2025-06-02,643.895,672.742,643.765,670.384,15766300,META,17.52,79.285,27.928,1794150498304,631.461,593.274,Communication Services
2025-06-03,670.934,675.061,664.519,666.337,11585000,META,16.589,74.008,27.928,1794150498304,634.837,593.981,Communication Services
2025-06-04,668.805,688.47,668.056,687.421,14031900,META,17.328,81.436,27.928,1794150498304,639.865,594.74,Communication Services
2025-06-05,691.128,693.846,681.725,684.094,13083100,META,16.634,77.407,27.928,1794150498304,644.252,595.533,Communication Services
2025-06-06,695.635,702.27,691.338,697.174,11728000,META,16.84,81.547,27.928,1794150498304,649.233,596.381,Communication Services
2025-06-09,697.923,704.648,693.406,693.526,12773200,META,16.093,77.007,27.928,1794150498304,654.308,597.224,Communication Services
2025-06-10,700.811,702.689,691.028,701.86,10850100,META,15.502,79.95,27.928,1794150498304,657.454,598.067,Communication Services
2025-06-11,703.169,708.325,691.458,693.606,9582500,META,15.684,69.748,27.928,1794150498304,659.358,598.884,Communication Services
2025-06-12,692.767,694.845,686.472,692.827,7322700,META,14.709,68.792,27.928,1794150498304,661.057,599.717,Communication Services
2025-06-13,687.421,694.036,680.486,682.345,9274400,META,14.555,56.721,27.928,1794150498304,663.005,600.532,Communication Services
2025-06-16,699.33,707.15,693.51,702.12,13720300,META,15.921,68.683,27.928,1794150498304,666.118,601.456,Communication Services
2025-06-17,702.0,705.97,696.06,697.23,10066100,META,15.12,63.663,27.928,1794150498304,668.983,602.367,Communication Services
2025-06-18,698.18,701.59,694.9,695.77,10068300,META,13.996,62.099,27.928,1794150498304,671.941,603.264,Communication Services
2025-06-20,700.75,701.82,678.67,682.35,22538600,META,15.216,49.265,27.928,1794150498304,674.308,604.078,Communication Services
2025-06-23,683.69,699.05,678.75,698.53,11080100,META,15.894,60.594,27.928,1794150498304,677.43,605.021,Communication Services
2025-06-24,704.89,713.19,702.11,712.2,13823200,META,15.73,67.639,27.928,1794150498304,681.712,606.027,Communication Services
2025-06-25,713.32,716.58,705.38,708.68,9320400,META,15.126,64.227,27.928,1794150498304,685.054,606.995,Communication Services
2025-06-26,714.36,728.22,711.05,726.09,13964800,META,15.714,72.223,27.928,1794150498304,689.205,608.132,Communication Services
2025-06-27,726.52,735.43,725.86,733.63,18775700,META,14.895,75.014,27.928,1794150498304,693.658,609.285,Communication Services
2023-01-03,118.47,118.8,104.64,108.1,231402800,TSLA,10.718,23.299,181.408,1016696012800,146.546,251.179,Consumer Discretionary
2023-01-04,109.11,114.59,107.52,113.64,180389000,TSLA,10.231,31.531,181.408,1016696012800,143.106,250.239,Consumer Discretionary
2023-01-05,110.51,111.75,107.16,110.34,157986300,TSLA,9.731,29.365,181.408,1016696012800,139.631,249.255,Consumer Discretionary
2023-01-06,103.0,114.39,101.81,113.06,220911100,TSLA,10.111,33.697,181.408,1016696012800,136.583,248.164,Consumer Discretionary
2023-01-09,118.96,123.52,117.11,119.77,190284000,TSLA,10.158,43.551,181.408,1016696012800,133.899,247.097,Consumer Discretionary
2023-01-10,121.07,122.76,114.92,118.85,167642500,TSLA,9.849,42.55,181.408,1016696012800,130.889,246.002,Consumer Discretionary
2023-01-11,122.09,125.95,120.51,123.22,183810800,TSLA,9.482,48.974,181.408,1016696012800,128.659,244.934,Consumer Discretionary
2023-01-12,122.56,124.13,117.0,123.56,169400900,TSLA,9.168,49.482,181.408,1016696012800,126.789,243.732,Consumer Discretionary
2023-01-13,116.55,122.63,115.6,122.4,180714100,TSLA,9.007,47.618,181.408,1016696012800,125.069,242.511,Consumer Discretionary
2023-01-17,125.7,131.7,125.02,131.49,186477000,TSLA,9.046,60.923,181.408,1016696012800,123.76,241.345,Consumer Discretionary
2023-01-18,136.56,136.68,127.01,128.78,195680300,TSLA,9.129,56.027,181.408,1016696012800,122.688,240.193,Consumer Discretionary
2023-01-19,127.26,129.99,124.31,127.17,170291900,TSLA,8.67,53.103,181.408,1016696012800,121.553,239.021,Consumer Discretionary
2023-01-20,128.68,133.51,127.35,133.42,138858100,TSLA,8.359,61.99,181.408,1016696012800,121.334,237.779,Consumer Discretionary
2023-01-23,135.87,145.38,134.27,143.75,203119200,TSLA,8.839,72.081,181.408,1016696012800,121.643,236.679,Consumer Discretionary
2023-01-24,143.0,146.5,141.1,143.89,158699100,TSLA,8.381,72.196,181.408,1016696012800,122.57,235.656,Consumer Discretionary
2023-01-25,141.91,146.41,138.07,144.43,192734300,TSLA,8.375,72.699,181.408,1016696012800,123.634,234.616,Consumer Discretionary
2023-01-26,159.97,161.42,154.76,160.27,234815100,TSLA,9.524,83.059,181.408,1016696012800,126.192,233.708,Consumer Discretionary
2023-01-27,162.43,180.68,161.17,177.9,306590600,TSLA,10.975,88.609,181.408,1016696012800,129.452,232.971,Consumer Discretionary
2023-01-30,178.05,179.77,166.5,166.66,230878800,TSLA,11.281,71.4,181.408,1016696012800,131.694,232.159,Consumer Discretionary
2023-01-31,164.57,174.3,162.78,173.22,196813500,TSLA,11.313,74.708,181.408,1016696012800,134.196,231.321,Consumer Discretionary
2023-02-01,173.89,183.81,169.93,181.41,213806300,TSLA,11.655,78.32,181.408,1016696012800,137.861,230.587,Consumer Discretionary
2023-02-02,187.33,196.75,182.61,188.27,217448300,TSLA,12.147,80.95,181.408,1016696012800,141.593,229.854,Consumer Discretionary
2023-02-03,183.95,199.0,183.69,189.98,232662000,TSLA,12.568,81.592,181.408,1016696012800,145.575,229.091,Consumer Discretionary
2023-02-06,193.01,198.17,189.92,194.76,186188100,TSLA,11.993,83.397,181.408,1016696012800,149.66,228.436,Consumer Discretionary
2023-02-07,196.43,197.5,189.55,196.81,186010300,TSLA,11.454,84.165,181.408,1016696012800,153.512,227.739,Consumer Discretionary
2023-02-08,196.1,203.0,194.31,201.29,180673600,TSLA,11.085,85.82,181.408,1016696012800,157.634,227.07,Consumer Discretionary
2023-02-09,207.78,214.0,204.77,207.32,215431400,TSLA,11.302,87.8,181.408,1016696012800,161.839,226.443,Consumer Discretionary
2023-02-10,202.23,206.2,192.89,196.89,204754100,TSLA,11.719,68.664,181.408,1016696012800,165.505,225.967,Consumer Discretionary
2023-02-13,194.42,196.3,187.61,194.64,172475500,TSLA,11.394,65.131,181.408,1016696012800,169.117,225.471,Consumer Discretionary
2023-02-14,191.94,209.82,189.44,209.25,216455700,TSLA,12.592,74.834,181.408,1016696012800,173.005,225.055,Consumer Discretionary
2023-02-15,211.76,214.66,206.11,214.24,181006400,TSLA,12.053,77.321,181.408,1016696012800,177.278,224.675,Consumer Discretionary
2023-02-16,210.78,217.65,201.84,202.04,229586500,TSLA,12.554,60.464,181.408,1016696012800,181.022,224.18,Consumer Discretionary
2023-02-17,199.99,208.44,197.5,208.31,213738500,TSLA,12.339,64.99,181.408,1016696012800,184.766,223.706,Consumer Discretionary
2023-02-21,204.99,209.71,197.22,197.37,180018600,TSLA,12.359,52.817,181.408,1016696012800,187.447,223.105,Consumer Discretionary
2023-02-22,197.93,201.99,191.78,200.86,191828500,TSLA,12.072,55.86,181.408,1016696012800,190.296,222.654,Consumer Discretionary
2023-02-23,203.91,205.14,196.33,202.07,146360000,TSLA,11.637,56.971,181.408,1016696012800,193.178,222.222,Consumer Discretionary
2023-02-24,196.33,197.67,192.8,196.88,142228100,TSLA,11.322,50.664,181.408,1016696012800,195.008,221.894,Consumer Discretionary
