Date,Open,High,Low,Close,Volume,Ticker,ATR_14,RSI_14,P/E,Market_Cap,MA20,MA200,Sector
2023-03-08,151.086,151.739,150.117,151.146,47204800,AAPL,3.238,60.707,33.09,3172961353728,148.869,145.303,Technology
2023-03-09,151.828,152.797,148.535,148.891,53833600,AAPL,3.374,51.688,33.09,3172961353728,148.815,145.371,Technology
2023-03-10,148.516,149.237,145.945,146.825,68572400,AAPL,3.363,44.669,33.09,3172961353728,148.709,145.4,Technology
2023-03-13,146.143,151.412,146.034,148.773,84457100,AAPL,3.632,51.789,33.09,3172961353728,148.683,145.454,Technology
2023-03-14,149.573,151.67,148.407,150.869,73695900,AAPL,3.583,58.431,33.09,3172961353728,148.62,145.516,Technology
2023-03-15,149.484,151.521,148.229,151.264,77167900,AAPL,3.544,59.642,33.09,3172961353728,148.61,145.565,Technology
2023-03-16,150.444,154.695,149.929,154.092,76161100,AAPL,3.707,67.46,33.09,3172961353728,148.636,145.599,Technology
2023-03-17,154.319,154.972,152.54,153.251,98944600,AAPL,3.537,63.257,33.09,3172961353728,148.699,145.633,Technology
2023-03-20,153.321,156.04,152.411,155.624,73641400,AAPL,3.549,69.456,33.09,3172961353728,148.939,145.679,Technology
2023-03-21,155.545,157.602,154.774,157.483,73938300,AAPL,3.453,73.497,33.09,3172961353728,149.473,145.723,Technology
2023-03-22,157.503,160.311,156.03,156.05,75701800,AAPL,3.563,65.755,33.09,3172961353728,149.914,145.788,Technology
2023-03-23,157.038,159.728,155.901,157.137,67622100,AAPL,3.598,68.646,33.09,3172961353728,150.385,145.854,Technology
2023-03-24,157.068,158.531,156.069,158.442,59196500,AAPL,3.447,71.928,33.09,3172961353728,151.055,145.914,Technology
2023-03-27,158.136,158.956,156.089,156.495,52390300,AAPL,3.37,60.944,33.09,3172961353728,151.567,145.969,Technology
2023-03-28,156.188,156.702,154.22,155.872,45992200,AAPL,3.251,57.693,33.09,3172961353728,152.073,146.046,Technology
2023-03-29,157.572,159.233,157.552,158.956,51305700,AAPL,3.266,67.576,33.09,3172961353728,152.837,146.166,Technology
2023-03-30,159.708,160.637,159.451,160.529,49501700,AAPL,3.055,71.492,33.09,3172961353728,153.65,146.32,Technology
2023-03-31,160.608,163.139,160.084,163.04,68749800,AAPL,3.055,76.683,33.09,3172961353728,154.336,146.482,Technology
2023-04-03,162.417,164.414,162.368,164.296,56976200,AAPL,2.92,78.899,33.09,3172961353728,154.946,146.637,Technology
2023-04-04,164.721,164.958,163.247,163.762,46278300,AAPL,2.759,75.384,33.09,3172961353728,155.64,146.816,Technology
2023-04-05,162.882,163.188,159.975,161.913,51511700,AAPL,2.896,63.99,33.09,3172961353728,156.178,146.978,Technology
2023-04-06,160.598,163.099,160.173,162.803,45390100,AAPL,2.9,66.779,33.09,3172961353728,156.874,147.123,Technology
2023-04-10,159.599,160.202,158.274,160.202,47716900,AAPL,3.117,52.953,33.09,3172961353728,157.543,147.258,Technology
2023-04-11,160.519,160.528,158.699,158.986,47644200,AAPL,2.945,47.632,33.09,3172961353728,158.053,147.372,Technology
2023-04-12,159.401,160.232,157.978,158.294,50133100,AAPL,2.853,44.683,33.09,3172961353728,158.424,147.467,Technology
2023-04-13,159.807,163.93,159.599,163.692,68445600,AAPL,3.224,64.475,33.09,3172961353728,159.046,147.588,Technology
2023-04-14,162.733,164.444,161.972,163.346,49386500,AAPL,3.124,62.813,33.09,3172961353728,159.509,147.729,Technology
2023-04-17,163.228,163.524,162.18,163.366,41516200,AAPL,2.887,62.876,33.09,3172961353728,160.014,147.86,Technology
2023-04-18,164.226,165.522,163.781,164.592,49923000,AAPL,2.789,66.895,33.09,3172961353728,160.463,148.01,Technology
2023-04-19,163.93,166.263,163.673,165.739,47720200,AAPL,2.763,70.359,33.09,3172961353728,160.876,148.155,Technology
2023-04-20,164.216,165.976,163.692,164.77,52456400,AAPL,2.699,63.847,33.09,3172961353728,161.312,148.283,Technology
2023-04-21,163.188,164.572,162.634,163.158,58337300,AAPL,2.624,54.217,33.09,3172961353728,161.613,148.395,Technology
2023-04-24,163.139,163.732,162.041,163.465,41949600,AAPL,2.499,55.684,33.09,3172961353728,161.864,148.492,Technology
2023-04-25,163.327,164.434,161.883,161.923,48714100,AAPL,2.506,46.95,33.09,3172961353728,162.135,148.578,Technology
2023-04-26,161.221,163.416,160.964,161.913,45498800,AAPL,2.499,46.895,33.09,3172961353728,162.437,148.675,Technology
2023-04-27,163.327,166.659,163.327,166.51,64902300,AAPL,2.799,67.254,33.09,3172961353728,162.815,148.79,Technology
2023-04-28,166.589,167.934,165.986,167.766,55209200,AAPL,2.685,70.784,33.09,3172961353728,163.177,148.913,Technology
2023-05-01,167.37,168.527,166.738,167.677,52472900,AAPL,2.566,70.166,33.09,3172961353728,163.409,149.02,Technology
2023-05-02,168.171,168.428,165.65,166.639,48425700,AAPL,2.594,62.782,33.09,3172961353728,163.526,149.115,Technology
2023-05-03,167.588,168.992,165.274,165.561,65136000,AAPL,2.744,55.754,33.09,3172961353728,163.616,149.219,Technology
